COUNTRY,Country_1,PAYP,Pay_period,TIME,Time_1,Unit_Code,Unit,PowerCode_Code,PowerCode,Reference_Period_Code,Reference_Period,Value,Flag_Codes,Flags,_rescued_data
SVK,Slovak Republic,A,Annual,2015,2015,EUR,Euro,0,Units,null,null,4560,null,null,null
SVK,Slovak Republic,A,Annual,2016,2016,EUR,Euro,0,Units,null,null,4860,null,null,null
SVK,Slovak Republic,A,Annual,2017,2017,EUR,Euro,0,Units,null,null,5220,null,null,null
SVK,Slovak Republic,A,Annual,2018,2018,EUR,Euro,0,Units,null,null,5760,null,null,null
SVK,Slovak Republic,A,Annual,2019,2019,EUR,Euro,0,Units,null,null,6240,null,null,null
SVK,Slovak Republic,A,Annual,2020,2020,EUR,Euro,0,Units,null,null,6960,null,null,null
SVK,Slovak Republic,A,Annual,2021,2021,EUR,Euro,0,Units,null,null,7476,null,null,null
SVK,Slovak Republic,A,Annual,2022,2022,EUR,Euro,0,Units,null,null,7752,null,null,null
HUN,Hungary,H,Hourly,1995,1995,HUF,Forint,0,Units,null,null,70.1,null,null,null
HUN,Hungary,H,Hourly,1996,1996,HUF,Forint,0,Units,null,null,82.5,null,null,null
HUN,Hungary,H,Hourly,1997,1997,HUF,Forint,0,Units,null,null,98,null,null,null
HUN,Hungary,H,Hourly,1998,1998,HUF,Forint,0,Units,null,null,112.5,null,null,null
HUN,Hungary,H,Hourly,1999,1999,HUF,Forint,0,Units,null,null,130,null,null,null
HUN,Hungary,H,Hourly,2000,2000,HUF,Forint,0,Units,null,null,147.3,null,null,null
HUN,Hungary,H,Hourly,2001,2001,HUF,Forint,0,Units,null,null,231.1,null,null,null
HUN,Hungary,H,Hourly,2002,2002,HUF,Forint,0,Units,null,null,288.9,null,null,null
HUN,Hungary,H,Hourly,2003,2003,HUF,Forint,0,Units,null,null,288.9,null,null,null
HUN,Hungary,H,Hourly,2004,2004,HUF,Forint,0,Units,null,null,306.2,null,null,null
HUN,Hungary,H,Hourly,2005,2005,HUF,Forint,0,Units,null,null,329.3,null,null,null
HUN,Hungary,H,Hourly,2006,2006,HUF,Forint,0,Units,null,null,361.1,null,null,null
HUN,Hungary,H,Hourly,2007,2007,HUF,Forint,0,Units,null,null,378.4,null,null,null
HUN,Hungary,H,Hourly,2008,2008,HUF,Forint,0,Units,null,null,398.7,null,null,null
HUN,Hungary,H,Hourly,2009,2009,HUF,Forint,0,Units,null,null,413.1,null,null,null
HUN,Hungary,H,Hourly,2010,2010,HUF,Forint,0,Units,null,null,424.7,null,null,null
HUN,Hungary,H,Hourly,2011,2011,HUF,Forint,0,Units,null,null,450.7,null,null,null
HUN,Hungary,H,Hourly,2012,2012,HUF,Forint,0,Units,null,null,537.3,null,null,null
HUN,Hungary,H,Hourly,2013,2013,HUF,Forint,0,Units,null,null,566.2,null,null,null
HUN,Hungary,H,Hourly,2014,2014,HUF,Forint,0,Units,null,null,586.4,null,null,null
HUN,Hungary,H,Hourly,2015,2015,HUF,Forint,0,Units,null,null,604,null,null,null
HUN,Hungary,H,Hourly,2016,2016,HUF,Forint,0,Units,null,null,639,null,null,null
HUN,Hungary,H,Hourly,2017,2017,HUF,Forint,0,Units,null,null,725.3,null,null,null
HUN,Hungary,H,Hourly,2018,2018,HUF,Forint,0,Units,null,null,784.1,null,null,null
HUN,Hungary,H,Hourly,2019,2019,HUF,Forint,0,Units,null,null,857,null,null,null
HUN,Hungary,H,Hourly,2020,2020,HUF,Forint,0,Units,null,null,926,null,null,null
HUN,Hungary,H,Hourly,2021,2021,HUF,Forint,0,Units,null,null,947.6,null,null,null
HUN,Hungary,H,Hourly,2022,2022,HUF,Forint,0,Units,null,null,1150,null,null,null
CHL,Chile,A,Annual,1995,1995,CLP,Chilean Peso,0,Units,null,null,673050,null,null,null
CHL,Chile,A,Annual,1996,1996,CLP,Chilean Peso,0,Units,null,null,753000,null,null,null
CHL,Chile,A,Annual,1997,1997,CLP,Chilean Peso,0,Units,null,null,827300,null,null,null
CHL,Chile,A,Annual,1998,1998,CLP,Chilean Peso,0,Units,null,null,920500,null,null,null
CHL,Chile,A,Annual,1999,1999,CLP,Chilean Peso,0,Units,null,null,1036000,null,null,null
CHL,Chile,A,Annual,2000,2000,CLP,Chilean Peso,0,Units,null,null,1152500,null,null,null
CHL,Chile,A,Annual,2001,2001,CLP,Chilean Peso,0,Units,null,null,1238500,null,null,null
CHL,Chile,A,Annual,2002,2002,CLP,Chilean Peso,0,Units,null,null,1305900,null,null,null
CHL,Chile,A,Annual,2003,2003,CLP,Chilean Peso,0,Units,null,null,1361088,null,null,null
CHL,Chile,A,Annual,2004,2004,CLP,Chilean Peso,0,Units,null,null,1413888,null,null,null
CHL,Chile,A,Annual,2005,2005,CLP,Chilean Peso,0,Units,null,null,1485000,null,null,null
CHL,Chile,A,Annual,2006,2006,CLP,Chilean Peso,0,Units,null,null,1575000,null,null,null
CHL,Chile,A,Annual,2007,2007,CLP,Chilean Peso,0,Units,null,null,1674000,null,null,null
CHL,Chile,A,Annual,2008,2008,CLP,Chilean Peso,0,Units,null,null,1818000,null,null,null
CHL,Chile,A,Annual,2009,2009,CLP,Chilean Peso,0,Units,null,null,1944000,null,null,null
CHL,Chile,A,Annual,2010,2010,CLP,Chilean Peso,0,Units,null,null,2022000,null,null,null
CHL,Chile,A,Annual,2011,2011,CLP,Chilean Peso,0,Units,null,null,2124000,null,null,null
CHL,Chile,A,Annual,2012,2012,CLP,Chilean Peso,0,Units,null,null,2250000,null,null,null
CHL,Chile,A,Annual,2013,2013,CLP,Chilean Peso,0,Units,null,null,2401000,null,null,null
CHL,Chile,A,Annual,2014,2014,CLP,Chilean Peso,0,Units,null,null,2595000,null,null,null
CHL,Chile,A,Annual,2015,2015,CLP,Chilean Peso,0,Units,null,null,2781000,null,null,null
CHL,Chile,A,Annual,2016,2016,CLP,Chilean Peso,0,Units,null,null,3045000,null,null,null
CHL,Chile,A,Annual,2017,2017,CLP,Chilean Peso,0,Units,null,null,3204000,null,null,null
CHL,Chile,A,Annual,2018,2018,CLP,Chilean Peso,0,Units,null,null,3360000,null,null,null
CHL,Chile,A,Annual,2019,2019,CLP,Chilean Peso,0,Units,null,null,3586000,null,null,null
CHL,Chile,A,Annual,2020,2020,CLP,Chilean Peso,0,Units,null,null,3831000,null,null,null
CHL,Chile,A,Annual,2021,2021,CLP,Chilean Peso,0,Units,null,null,4002000,null,null,null
CHL,Chile,A,Annual,2022,2022,CLP,Chilean Peso,0,Units,null,null,4388000,null,null,null
KOR,Korea,M,Monthly,1995,1995,KRW,Won,0,Units,null,null,272330,null,null,null
KOR,Korea,M,Monthly,1996,1996,KRW,Won,0,Units,null,null,297570,null,null,null
KOR,Korea,M,Monthly,1997,1997,KRW,Won,0,Units,null,null,322800,null,null,null
KOR,Korea,M,Monthly,1998,1998,KRW,Won,0,Units,null,null,338620,null,null,null
KOR,Korea,M,Monthly,1999,1999,KRW,Won,0,Units,null,null,350300,null,null,null
KOR,Korea,M,Monthly,2000,2000,KRW,Won,0,Units,null,null,381560,null,null,null
KOR,Korea,M,Monthly,2001,2001,KRW,Won,0,Units,null,null,439190,null,null,null
KOR,Korea,M,Monthly,2002,2002,KRW,Won,0,Units,null,null,487780,null,null,null
KOR,Korea,M,Monthly,2003,2003,KRW,Won,0,Units,null,null,531850,null,null,null
KOR,Korea,M,Monthly,2004,2004,KRW,Won,0,Units,null,null,592120,null,null,null
KOR,Korea,M,Monthly,2005,2005,KRW,Won,0,Units,null,null,661430,null,null,null
KOR,Korea,M,Monthly,2006,2006,KRW,Won,0,Units,null,null,700600,null,null,null
KOR,Korea,M,Monthly,2007,2007,KRW,Won,0,Units,null,null,786480,null,null,null
KOR,Korea,M,Monthly,2008,2008,KRW,Won,0,Units,null,null,852020,null,null,null
KOR,Korea,M,Monthly,2009,2009,KRW,Won,0,Units,null,null,904000,null,null,null
KOR,Korea,M,Monthly,2010,2010,KRW,Won,0,Units,null,null,928860,null,null,null
KOR,Korea,M,Monthly,2011,2011,KRW,Won,0,Units,null,null,976320,null,null,null
KOR,Korea,M,Monthly,2012,2012,KRW,Won,0,Units,null,null,957220,null,null,null
KOR,Korea,M,Monthly,2013,2013,KRW,Won,0,Units,null,null,1015740,null,null,null
KOR,Korea,M,Monthly,2014,2014,KRW,Won,0,Units,null,null,1088890,null,null,null
KOR,Korea,M,Monthly,2015,2015,KRW,Won,0,Units,null,null,1166220,null,null,null
KOR,Korea,M,Monthly,2016,2016,KRW,Won,0,Units,null,null,1260270,null,null,null
KOR,Korea,M,Monthly,2017,2017,KRW,Won,0,Units,null,null,1352230,null,null,null
KOR,Korea,M,Monthly,2018,2018,KRW,Won,0,Units,null,null,1573770,null,null,null
KOR,Korea,M,Monthly,2019,2019,KRW,Won,0,Units,null,null,1745150,null,null,null
KOR,Korea,M,Monthly,2020,2020,KRW,Won,0,Units,null,null,1795310,null,null,null
KOR,Korea,M,Monthly,2021,2021,KRW,Won,0,Units,null,null,1822480,null,null,null
KOR,Korea,M,Monthly,2022,2022,KRW,Won,0,Units,null,null,1914440,null,null,null
CZE,Czechia,A,Annual,1995,1995,CZK,Czech Koruna,0,Units,null,null,26400,null,null,null
CZE,Czechia,A,Annual,1996,1996,CZK,Czech Koruna,0,Units,null,null,30000,null,null,null
CZE,Czechia,A,Annual,1997,1997,CZK,Czech Koruna,0,Units,null,null,30000,null,null,null
CZE,Czechia,A,Annual,1998,1998,CZK,Czech Koruna,0,Units,null,null,31800,null,null,null
CZE,Czechia,A,Annual,1999,1999,CZK,Czech Koruna,0,Units,null,null,41100,null,null,null
CZE,Czechia,A,Annual,2000,2000,CZK,Czech Koruna,0,Units,null,null,51000,null,null,null
CZE,Czechia,A,Annual,2001,2001,CZK,Czech Koruna,0,Units,null,null,60000,null,null,null
CZE,Czechia,A,Annual,2002,2002,CZK,Czech Koruna,0,Units,null,null,68400,null,null,null
CZE,Czechia,A,Annual,2003,2003,CZK,Czech Koruna,0,Units,null,null,74400,null,null,null
CZE,Czechia,A,Annual,2004,2004,CZK,Czech Koruna,0,Units,null,null,80400,null,null,null
CZE,Czechia,A,Annual,2005,2005,CZK,Czech Koruna,0,Units,null,null,86220,null,null,null
CZE,Czechia,A,Annual,2006,2006,CZK,Czech Koruna,0,Units,null,null,93150,null,null,null
CZE,Czechia,A,Annual,2007,2007,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2008,2008,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2009,2009,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2010,2010,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2011,2011,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2012,2012,CZK,Czech Koruna,0,Units,null,null,96000,null,null,null
CZE,Czechia,A,Annual,2013,2013,CZK,Czech Koruna,0,Units,null,null,98500,null,null,null
CZE,Czechia,A,Annual,2014,2014,CZK,Czech Koruna,0,Units,null,null,102000,null,null,null
CZE,Czechia,A,Annual,2015,2015,CZK,Czech Koruna,0,Units,null,null,110400,null,null,null
CZE,Czechia,A,Annual,2016,2016,CZK,Czech Koruna,0,Units,null,null,118800,null,null,null
CZE,Czechia,A,Annual,2017,2017,CZK,Czech Koruna,0,Units,null,null,132000,null,null,null
CZE,Czechia,A,Annual,2018,2018,CZK,Czech Koruna,0,Units,null,null,146400,null,null,null
CZE,Czechia,A,Annual,2019,2019,CZK,Czech Koruna,0,Units,null,null,162000,null,null,null
CZE,Czechia,A,Annual,2020,2020,CZK,Czech Koruna,0,Units,null,null,175200,null,null,null
CZE,Czechia,A,Annual,2021,2021,CZK,Czech Koruna,0,Units,null,null,182400,null,null,null
CZE,Czechia,A,Annual,2022,2022,CZK,Czech Koruna,0,Units,null,null,194400,null,null,null
USA,United States,A,Annual,1995,1995,USD,US Dollar,0,Units,null,null,8840,null,null,null
USA,United States,A,Annual,1996,1996,USD,US Dollar,0,Units,null,null,9100,null,null,null
USA,United States,A,Annual,1997,1997,USD,US Dollar,0,Units,null,null,10157,null,null,null
USA,United States,A,Annual,1998,1998,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,1999,1999,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2000,2000,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2001,2001,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2002,2002,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2003,2003,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2004,2004,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2005,2005,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2006,2006,USD,US Dollar,0,Units,null,null,10712,null,null,null
USA,United States,A,Annual,2007,2007,USD,US Dollar,0,Units,null,null,11350,null,null,null
USA,United States,A,Annual,2008,2008,USD,US Dollar,0,Units,null,null,12806,null,null,null
USA,United States,A,Annual,2009,2009,USD,US Dollar,0,Units,null,null,14262,null,null,null
USA,United States,A,Annual,2010,2010,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2011,2011,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2012,2012,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2013,2013,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2014,2014,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2015,2015,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2016,2016,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2017,2017,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2018,2018,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2019,2019,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2020,2020,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2021,2021,USD,US Dollar,0,Units,null,null,15080,null,null,null
USA,United States,A,Annual,2022,2022,USD,US Dollar,0,Units,null,null,15080,null,null,null
AUS,Australia,H,Hourly,1995,1995,AUD,Australian Dollar,0,Units,null,null,8.91,null,null,null
AUS,Australia,H,Hourly,1996,1996,AUD,Australian Dollar,0,Units,null,null,9.12,null,null,null
AUS,Australia,H,Hourly,1997,1997,AUD,Australian Dollar,0,Units,null,null,9.37,null,null,null
AUS,Australia,H,Hourly,1998,1998,AUD,Australian Dollar,0,Units,null,null,9.7,null,null,null
AUS,Australia,H,Hourly,1999,1999,AUD,Australian Dollar,0,Units,null,null,10.04,null,null,null
AUS,Australia,H,Hourly,2000,2000,AUD,Australian Dollar,0,Units,null,null,10.41,null,null,null
AUS,Australia,H,Hourly,2001,2001,AUD,Australian Dollar,0,Units,null,null,10.77,null,null,null
AUS,Australia,H,Hourly,2002,2002,AUD,Australian Dollar,0,Units,null,null,11.19,null,null,null
AUS,Australia,H,Hourly,2003,2003,AUD,Australian Dollar,0,Units,null,null,11.65,null,null,null
AUS,Australia,H,Hourly,2004,2004,AUD,Australian Dollar,0,Units,null,null,12.13,null,null,null
AUS,Australia,H,Hourly,2005,2005,AUD,Australian Dollar,0,Units,null,null,12.56,null,null,null
AUS,Australia,H,Hourly,2006,2006,AUD,Australian Dollar,0,Units,null,null,12.81,null,null,null
AUS,Australia,H,Hourly,2007,2007,AUD,Australian Dollar,0,Units,null,null,13.54,null,null,null
AUS,Australia,H,Hourly,2008,2008,AUD,Australian Dollar,0,Units,null,null,13.88,null,null,null
AUS,Australia,H,Hourly,2009,2009,AUD,Australian Dollar,0,Units,null,null,14.31,null,null,null
AUS,Australia,H,Hourly,2010,2010,AUD,Australian Dollar,0,Units,null,null,14.66,null,null,null
AUS,Australia,H,Hourly,2011,2011,AUD,Australian Dollar,0,Units,null,null,15.26,null,null,null
AUS,Australia,H,Hourly,2012,2012,AUD,Australian Dollar,0,Units,null,null,15.74,null,null,null
AUS,Australia,H,Hourly,2013,2013,AUD,Australian Dollar,0,Units,null,null,16.17,null,null,null
AUS,Australia,H,Hourly,2014,2014,AUD,Australian Dollar,0,Units,null,null,16.62,null,null,null
AUS,Australia,H,Hourly,2015,2015,AUD,Australian Dollar,0,Units,null,null,17.08,null,null,null
AUS,Australia,H,Hourly,2016,2016,AUD,Australian Dollar,0,Units,null,null,17.5,null,null,null
AUS,Australia,H,Hourly,2017,2017,AUD,Australian Dollar,0,Units,null,null,18,null,null,null
AUS,Australia,H,Hourly,2018,2018,AUD,Australian Dollar,0,Units,null,null,18.61,null,null,null
AUS,Australia,H,Hourly,2019,2019,AUD,Australian Dollar,0,Units,null,null,19.21,null,null,null
AUS,Australia,H,Hourly,2020,2020,AUD,Australian Dollar,0,Units,null,null,19.67,null,null,null
AUS,Australia,H,Hourly,2021,2021,AUD,Australian Dollar,0,Units,null,null,20.09,null,null,null
AUS,Australia,H,Hourly,2022,2022,AUD,Australian Dollar,0,Units,null,null,20.86,null,null,null
TUR,Türkiye,D,Daily,1995,1995,TRY,Turkish Lira,0,Units,null,null,0.18675,null,null,null
TUR,Türkiye,D,Daily,1996,1996,TRY,Turkish Lira,0,Units,null,null,0.40075,null,null,null
TUR,Türkiye,D,Daily,1997,1997,TRY,Turkish Lira,0,Units,null,null,0.8229375,null,null,null
TUR,Türkiye,D,Daily,1998,1998,TRY,Turkish Lira,0,Units,null,null,1.3535,null,null,null
TUR,Türkiye,D,Daily,1999,1999,TRY,Turkish Lira,0,Units,null,null,2.86125,null,null,null
TUR,Türkiye,D,Daily,2000,2000,TRY,Turkish Lira,0,Units,null,null,3.81,null,null,null
TUR,Türkiye,D,Daily,2001,2001,TRY,Turkish Lira,0,Units,null,null,5.0731875,null,null,null
TUR,Türkiye,D,Daily,2002,2002,TRY,Turkish Lira,0,Units,null,null,7.8812625,null,null,null
TUR,Türkiye,D,Daily,2003,2003,TRY,Turkish Lira,0,Units,null,null,10.2,null,null,null
TUR,Türkiye,D,Daily,2004,2004,TRY,Turkish Lira,0,Units,null,null,14.4525,null,null,null
TUR,Türkiye,D,Daily,2005,2005,TRY,Turkish Lira,0,Units,null,null,16.29,null,null,null
TUR,Türkiye,D,Daily,2006,2006,TRY,Turkish Lira,0,Units,null,null,17.7,null,null,null
TUR,Türkiye,D,Daily,2007,2007,TRY,Turkish Lira,0,Units,null,null,19.125,null,null,null
TUR,Türkiye,D,Daily,2008,2008,TRY,Turkish Lira,0,Units,null,null,20.785,null,null,null
TUR,Türkiye,D,Daily,2009,2009,TRY,Turkish Lira,0,Units,null,null,22.65,null,null,null
TUR,Türkiye,D,Daily,2010,2010,TRY,Turkish Lira,0,Units,null,null,24.825,null,null,null
TUR,Türkiye,D,Daily,2011,2011,TRY,Turkish Lira,0,Units,null,null,27.225,null,null,null
TUR,Türkiye,D,Daily,2012,2012,TRY,Turkish Lira,0,Units,null,null,30.45,null,null,null
TUR,Türkiye,D,Daily,2013,2013,TRY,Turkish Lira,0,Units,null,null,33.335,null,null,null
TUR,Türkiye,D,Daily,2014,2014,TRY,Turkish Lira,0,Units,null,null,36.75,null,null,null
TUR,Türkiye,D,Daily,2015,2015,TRY,Turkish Lira,0,Units,null,null,42.45,null,null,null
TUR,Türkiye,D,Daily,2016,2016,TRY,Turkish Lira,0,Units,null,null,54.9,null,null,null
TUR,Türkiye,D,Daily,2017,2017,TRY,Turkish Lira,0,Units,null,null,59.25,null,null,null
TUR,Türkiye,D,Daily,2018,2018,TRY,Turkish Lira,0,Units,null,null,67.65,null,null,null
TUR,Türkiye,D,Daily,2019,2019,TRY,Turkish Lira,0,Units,null,null,85.28,null,null,null
TUR,Türkiye,D,Daily,2020,2020,TRY,Turkish Lira,0,Units,null,null,98.1,null,null,null
TUR,Türkiye,D,Daily,2021,2021,TRY,Turkish Lira,0,Units,null,null,119.25,null,null,null
TUR,Türkiye,D,Daily,2022,2022,TRY,Turkish Lira,0,Units,null,null,191.25,null,null,null
KOR,Korea,A,Annual,1995,1995,KRW,Won,0,Units,null,null,3267960,null,null,null
KOR,Korea,A,Annual,1996,1996,KRW,Won,0,Units,null,null,3570800,null,null,null
KOR,Korea,A,Annual,1997,1997,KRW,Won,0,Units,null,null,3873640,null,null,null
KOR,Korea,A,Annual,1998,1998,KRW,Won,0,Units,null,null,4063480,null,null,null
KOR,Korea,A,Annual,1999,1999,KRW,Won,0,Units,null,null,4203600,null,null,null
KOR,Korea,A,Annual,2000,2000,KRW,Won,0,Units,null,null,4578760,null,null,null
KOR,Korea,A,Annual,2001,2001,KRW,Won,0,Units,null,null,5270320,null,null,null
KOR,Korea,A,Annual,2002,2002,KRW,Won,0,Units,null,null,5853400,null,null,null
KOR,Korea,A,Annual,2003,2003,KRW,Won,0,Units,null,null,6382240,null,null,null
KOR,Korea,A,Annual,2004,2004,KRW,Won,0,Units,null,null,7105440,null,null,null
KOR,Korea,A,Annual,2005,2005,KRW,Won,0,Units,null,null,7937120,null,null,null
KOR,Korea,A,Annual,2006,2006,KRW,Won,0,Units,null,null,8407200,null,null,null
KOR,Korea,A,Annual,2007,2007,KRW,Won,0,Units,null,null,9437760,null,null,null
KOR,Korea,A,Annual,2008,2008,KRW,Won,0,Units,null,null,10224240,null,null,null
KOR,Korea,A,Annual,2009,2009,KRW,Won,0,Units,null,null,10848000,null,null,null
KOR,Korea,A,Annual,2010,2010,KRW,Won,0,Units,null,null,11146320,null,null,null
KOR,Korea,A,Annual,2011,2011,KRW,Won,0,Units,null,null,11715840,null,null,null
KOR,Korea,A,Annual,2012,2012,KRW,Won,0,Units,null,null,11486640,null,null,null
KOR,Korea,A,Annual,2013,2013,KRW,Won,0,Units,null,null,12188880,null,null,null
KOR,Korea,A,Annual,2014,2014,KRW,Won,0,Units,null,null,13066680,null,null,null
KOR,Korea,A,Annual,2015,2015,KRW,Won,0,Units,null,null,13994640,null,null,null
KOR,Korea,A,Annual,2016,2016,KRW,Won,0,Units,null,null,15123240,null,null,null
KOR,Korea,A,Annual,2017,2017,KRW,Won,0,Units,null,null,16226760,null,null,null
KOR,Korea,A,Annual,2018,2018,KRW,Won,0,Units,null,null,18885240,null,null,null
KOR,Korea,A,Annual,2019,2019,KRW,Won,0,Units,null,null,20941800,null,null,null
KOR,Korea,A,Annual,2020,2020,KRW,Won,0,Units,null,null,21543720,null,null,null
KOR,Korea,A,Annual,2021,2021,KRW,Won,0,Units,null,null,21869760,null,null,null
KOR,Korea,A,Annual,2022,2022,KRW,Won,0,Units,null,null,22973280,null,null,null
JPN,Japan,H,Hourly,1995,1995,JPY,Yen,0,Units,null,null,586.5,null,null,null
JPN,Japan,H,Hourly,1996,1996,JPY,Yen,0,Units,null,null,600.5,null,null,null
JPN,Japan,H,Hourly,1997,1997,JPY,Yen,0,Units,null,null,614,null,null,null
JPN,Japan,H,Hourly,1998,1998,JPY,Yen,0,Units,null,null,626.5,null,null,null
JPN,Japan,H,Hourly,1999,1999,JPY,Yen,0,Units,null,null,640,null,null,null
JPN,Japan,H,Hourly,2000,2000,JPY,Yen,0,Units,null,null,650.25,null,null,null
JPN,Japan,H,Hourly,2001,2001,JPY,Yen,0,Units,null,null,655.25,null,null,null
JPN,Japan,H,Hourly,2002,2002,JPY,Yen,0,Units,null,null,660,null,null,null
JPN,Japan,H,Hourly,2003,2003,JPY,Yen,0,Units,null,null,663.25,null,null,null
JPN,Japan,H,Hourly,2004,2004,JPY,Yen,0,Units,null,null,664.25,null,null,null
JPN,Japan,H,Hourly,2005,2005,JPY,Yen,0,Units,null,null,665.75,null,null,null
JPN,Japan,H,Hourly,2006,2006,JPY,Yen,0,Units,null,null,669.25,null,null,null
JPN,Japan,H,Hourly,2007,2007,JPY,Yen,0,Units,null,null,676.5,null,null,null
JPN,Japan,H,Hourly,2008,2008,JPY,Yen,0,Units,null,null,691,null,null,null
JPN,Japan,H,Hourly,2009,2009,JPY,Yen,0,Units,null,null,705.5,null,null,null
JPN,Japan,H,Hourly,2010,2010,JPY,Yen,0,Units,null,null,717.25,null,null,null
JPN,Japan,H,Hourly,2011,2011,JPY,Yen,0,Units,null,null,731.75,null,null,null
JPN,Japan,H,Hourly,2012,2012,JPY,Yen,0,Units,null,null,740,null,null,null
JPN,Japan,H,Hourly,2013,2013,JPY,Yen,0,Units,null,null,752.75,null,null,null
JPN,Japan,H,Hourly,2014,2014,JPY,Yen,0,Units,null,null,768,null,null,null
JPN,Japan,H,Hourly,2015,2015,JPY,Yen,0,Units,null,null,784.5,null,null,null
JPN,Japan,H,Hourly,2016,2016,JPY,Yen,0,Units,null,null,804.25,null,null,null
JPN,Japan,H,Hourly,2017,2017,JPY,Yen,0,Units,null,null,829.25,null,null,null
JPN,Japan,H,Hourly,2018,2018,JPY,Yen,0,Units,null,null,854.5,null,null,null
JPN,Japan,H,Hourly,2019,2019,JPY,Yen,0,Units,null,null,880.8,null,null,null
JPN,Japan,H,Hourly,2020,2020,JPY,Yen,0,Units,null,null,901,null,null,null
JPN,Japan,H,Hourly,2021,2021,JPY,Yen,0,Units,null,null,909,null,null,null
JPN,Japan,H,Hourly,2022,2022,JPY,Yen,0,Units,null,null,938,null,null,null
NLD,Netherlands,W,Weekly,1995,1995,EUR,Euro,0,Units,null,null,226.5,null,null,null
NLD,Netherlands,W,Weekly,1996,1996,EUR,Euro,0,Units,null,null,229.7,null,null,null
NLD,Netherlands,W,Weekly,1997,1997,EUR,Euro,0,Units,null,null,233.7,null,null,null
NLD,Netherlands,W,Weekly,1998,1998,EUR,Euro,0,Units,null,null,240,null,null,null
NLD,Netherlands,W,Weekly,1999,1999,EUR,Euro,0,Units,null,null,247.2,null,null,null
NLD,Netherlands,W,Weekly,2000,2000,EUR,Euro,0,Units,null,null,254.1,null,null,null
NLD,Netherlands,W,Weekly,2001,2001,EUR,Euro,0,Units,null,null,269.4,null,null,null
NLD,Netherlands,W,Weekly,2002,2002,EUR,Euro,0,Units,null,null,281.3,null,null,null
NLD,Netherlands,W,Weekly,2003,2003,EUR,Euro,0,Units,null,null,290.1,null,null,null
NLD,Netherlands,W,Weekly,2004,2004,EUR,Euro,0,Units,null,null,291.9,null,null,null
NLD,Netherlands,W,Weekly,2005,2005,EUR,Euro,0,Units,null,null,291.9,null,null,null
NLD,Netherlands,W,Weekly,2006,2006,EUR,Euro,0,Units,null,null,295.1,null,null,null
NLD,Netherlands,W,Weekly,2007,2007,EUR,Euro,0,Units,null,null,302.1,null,null,null
NLD,Netherlands,W,Weekly,2008,2008,EUR,Euro,0,Units,null,null,310.6,null,null,null
NLD,Netherlands,W,Weekly,2009,2009,EUR,Euro,0,Units,null,null,320.8,null,null,null
NLD,Netherlands,W,Weekly,2010,2010,EUR,Euro,0,Units,null,null,325.8,null,null,null
NLD,Netherlands,W,Weekly,2011,2011,EUR,Euro,0,Units,null,null,330,null,null,null
NLD,Netherlands,W,Weekly,2012,2012,EUR,Euro,0,Units,null,null,335,null,null,null
NLD,Netherlands,W,Weekly,2013,2013,EUR,Euro,0,Units,null,null,339.1,null,null,null
NLD,Netherlands,W,Weekly,2014,2014,EUR,Euro,0,Units,null,null,344,null,null,null
NLD,Netherlands,W,Weekly,2015,2015,EUR,Euro,0,Units,null,null,348,null,null,null
NLD,Netherlands,W,Weekly,2016,2016,EUR,Euro,0,Units,null,null,353.3,null,null,null
NLD,Netherlands,W,Weekly,2017,2017,EUR,Euro,0,Units,null,null,359.7,null,null,null
